0	54984.94159710328	11.89982872	8.837984033	5.518308295
1	55036.85536347278	-10.3245992	5.994361943	5.452861012
3	55140.716327785147	-6.631989391	4.770857428	4.94787788
4	55192.643458294617	-9.612055754	5.498459665	5.369022681
5	55244.580607149692	1.834295554	7.570322306	6.74886013
6	55296.507334332982	-1.726560508	4.399011487	4.310485011
7	55348.441853174656	5.932571502	5.327833558	6.030965976
8	55400.362770394597	-5.994631783	8.218107593	7.664512466
9	55452.297296655335	1.675183681	5.960791436	6.490108862
10	55504.22680152949	2.114202464	4.7858628	4.726127449
12	55608.09178338226	11.592070453	5.165288737	5.347792892
13	55660.010096928869	-4.084422431	4.558793994	4.52064239
14	55711.942725253219	0.852364633	4.044585745	4.090232322
15	55763.868314737308	-4.346778278	5.251859338	5.268668993
16	55815.796936547027	-5.179372283	5.117956434	4.728559773
17	55867.732735341058	4.322891122	7.416866339	7.247076851
18	55919.651989335762	-9.999356505	6.175225319	5.308252615
20	56023.51830781313	1.403250906	5.259428783	5.023620052
21	56075.449593135221	4.406114716	4.796069423	5.090638533
23	56179.298065237828	-9.89005753	5.245440283	5.382091739
24	56231.233557987292	-0.828498301	5.552630884	5.454241977
25	56283.164477197286	1.64716409	6.506122237	6.024744184
26	56335.10004164022	10.811961915	5.87105006	6.035137183
27	56387.019407259792	-3.349545902	5.486929723	5.922701915
