0	54967.176473444444	-14.51940166996792	5.3	5.3
1	55087.198714	-8.76849767868407	6.6	6.6
2	55207.22123133334	-2.6190336886793375	4.7	4.7
3	55327.23819411111	-4.468129703309387	3.	3.
4	55447.25973922222	0.2813342842273414	5.4	5.4
6	55687.30574711111	13.981702256714925	5.3	5.3
7	55807.29937655555	-21.467393754282966	5.	5.
8	55927.342310555556	14.082070235162973	5.6	5.6
9	56047.34677333333	-5.7670257752761245	5.5	5.5
10	56167.370054555555	1.4824382204096764	4.	4.
11	56287.38750344444	0.3333422017749399	6.1	6.1
12	56407.41613188889	15.282806195318699	6.	6.
