0	54967.178955891919	-10.944677306	5.330879091	5.040107496
1	55087.210013473486	7.50274414	7.392992321	7.887539801
2	55207.226460936952	4.911595519	5.158989401	5.879395067
3	55327.24117169578	-0.180407781	4.335943664	4.629594202
4	55447.262321155489	3.999318189	4.222251006	4.240773272
6	55687.3014465827	7.78894135	4.612645166	4.793965607
9	56047.35084968758	0.102924344	5.376908365	5.459845327
10	56167.365674426132	-4.824948154	4.381216209	4.504470827
11	56287.378749418262	-12.272455498	5.05202542	4.996925566
12	56407.414729300534	13.263078962	5.068442787	5.094011668
