    0.783020132870697050E+00    0.167323989470116743E+03    0.174433820133131845E+01    0.826535811632210908E+02    0.549857323636006331E+05    0.636979100569291634E+00    0.880544747171038811E+00    0.353119314212950303E+04
    0.404907159021556051E+00    0.510200022095960321E+03    0.136616542912974848E+01    0.826695882996057065E+02    0.549855416841893966E+05    0.464799674558499409E+00    0.344546498872887685E+00    0.353238910112599842E+04
    0.372367715533322541E+00    0.448580497337845827E+03    0.134193831046490653E+01    0.826620905251150475E+02    0.549856190792277630E+05    0.673892986479605882E-01    0.271066532668840177E+00    0.353288549188591332E+04
    0.960619340713461112E+00    0.366367841711502081E+03    0.192851448745463583E+01    0.826627449430952908E+02    0.549856218648728463E+05    0.558503980058747546E-01    0.862883361665526816E+00    0.353290863697418081E+04
    0.299692077398754017E-01    0.544055517236382275E+04    0.782950055183225690E+00    0.826601318441839794E+02    0.549856688058536747E+05    0.261680685189598028E+00    0.418466380533082050E+00    0.353327527149573598E+04
    0.104442176772254980E+00    0.119153115436633826E+03    0.105148791166977218E+01    0.826695574607213501E+02    0.549855175779112542E+05    0.426634567275304355E+00    0.487135293473139164E+00    0.353337292134359723E+04
    0.650419927148279453E+00    0.829983364747371013E+02    0.162951092770695127E+01    0.826652322451452477E+02    0.549856082826470520E+05    0.526520596662373164E-01    0.762614261481982192E+00    0.353403941235446109E+04
    0.395696993406055464E+00    0.574970730219767574E+03    0.132785867590839390E+01    0.826725293256969849E+02    0.549854994067705993E+05    0.945164605955165382E+00    0.816550109921840628E+00    0.353426133298697823E+04
    0.862616386902210985E+00    0.475429034412927436E+02    0.184049488840771591E+01    0.826657612388849969E+02    0.549855860418791854E+05    0.167952563336081911E-01    0.684616207956744383E+00    0.353435028743857310E+04
    0.388828270359248690E-01    0.207312895485502850E+04    0.882013208175048580E+00    0.826547234170649432E+02    0.549857466139473399E+05    0.407486467005377606E+00    0.621608605390069346E+00    0.353455768648237881E+04
    0.358910335677153011E-01    0.383363286551923284E+04    0.794715036315134293E+00    0.826711992633518236E+02    0.549855085747753546E+05    0.444021083428934205E+00    0.925819821822020828E+00    0.353463471173760081E+04
    0.343060684894888543E-01    0.976147093490685256E+04    0.454263464667372385E+00    0.826623056723172880E+02    0.549856129889980875E+05    0.860440441521081012E+00    0.546296279182596378E+00    0.353469563759333596E+04
    0.326898167135989959E+00    0.236462411235828000E+03    0.127368864598757781E+01    0.826625093556955193E+02    0.549856069866055841E+05    0.790857985167162658E+00    0.484306789909750179E+00    0.353496833107959355E+04
    0.872627702994645871E+00    0.184734957920754852E+03    0.183754064866860567E+01    0.826690785086500171E+02    0.549855252222668787E+05    0.595287987171409738E+00    0.723294317850153301E+00    0.353501949605441769E+04
    0.162411101187772439E+00    0.317143464010107493E+03    0.111769666133350665E+01    0.826684655392475634E+02    0.549855371712725537E+05    0.110273422490913556E+00    0.815114474626418062E+00    0.353537421743679988E+04
    0.144986428182259042E+00    0.471971977194218027E+03    0.107822845346670837E+01    0.826558420854424440E+02    0.549857261469019650E+05    0.668112130527898418E+00    0.567823003767084278E+00    0.353541300275026879E+04
    0.351307149729172333E-01    0.238431935363881121E+04    0.726971827725167108E+00    0.826719877758245616E+02    0.549855007829677488E+05    0.509157889239953088E+00    0.905494462940602318E+00    0.353546592374457578E+04
    0.323423751328677025E-01    0.705021852598068654E+04    0.452513375527279271E+00    0.826720576043433226E+02    0.549855185018488191E+05    0.654520616920564069E+00    0.689453155888017810E+00    0.353547838485235388E+04
    0.735340821933480604E+00    0.903096812993647831E+02    0.170864793005934668E+01    0.826733711425146538E+02    0.549854925822503501E+05    0.174618504242246592E+00    0.321113215290123270E-02    0.353549119450588205E+04
    0.961704562844188371E+00    0.133114226912909402E+03    0.193300310639687134E+01    0.826649405069056229E+02    0.549856171412394178E+05    0.388335397445584152E+00    0.312074546737057201E+00    0.353551667171894314E+04
    0.415013160173849302E-01    0.405025504298447595E+04    0.730558374514313824E+00    0.826605083285359825E+02    0.549856453333750324E+05    0.608885241980170022E+00    0.836031394741576728E+00    0.353554720675817862E+04
    0.342997497273548474E-01    0.155351398178221953E+05    0.449424329326668759E+00    0.826555283010499977E+02    0.549857316103209159E+05    0.303853156680716330E+00    0.646816832306844391E+00    0.353555772722851725E+04
    0.367823575818125914E+00    0.115021971565358641E+03    0.132611241178428840E+01    0.826558768042839205E+02    0.549857115405597506E+05    0.577670779121222222E+00    0.180018818071724762E+00    0.353558387449938618E+04
    0.306154317314993527E-01    0.142123112416731292E+05    0.609969299847215263E+00    0.826619838861071798E+02    0.549856421025625605E+05    0.151139334478527287E+00    0.755164560547926467E+00    0.353558948542615872E+04
    0.782110337825904223E+00    0.215564960406564580E+03    0.174598957379523623E+01    0.826557386752633789E+02    0.549857217547739056E+05    0.684978596133824724E+00    0.650878882503691303E+00    0.353568476508255299E+04
    0.402508170008515909E-01    0.220935738785511458E+05    0.416626995909270548E+00    0.826663616552948497E+02    0.549855772027567509E+05    0.119407703150230127E-01    0.511912549950468532E+00    0.353571728270909807E+04
    0.286117330313029605E-01    0.176507940879785929E+05    0.198368333553132908E+00    0.826550162656932770E+02    0.549857300179363519E+05    0.764023406743351008E+00    0.638079351047460497E+00    0.353586376409356126E+04
