1	55068.31657344444	-18.801893749041483	18.	18.
2	55150.99096122222	-1.0590520512778312	14.	14.
4	55316.31751555556	2.4280713661573827	19.	19.
5	55398.97454322222	-4.827646943740547	18.	18.
6	55481.65379311111	19.91663475637324	14.	14.
8	55646.95534744445	-12.5962418387644	16.	16.
9	55729.61654177778	-13.851960139581934	16.	16.
10	55812.247874	-58.10911844484508	15.000000000000002	15.000000000000002
11	55894.89656833333	-77.36483674147166	16.	16.
12	55977.631372777774	27.37800495699048	13.000000000000002	13.000000000000002
13	56060.244650444445	-42.87771333823912	14.	14.
14	56142.88570588889	-73.13343163928948	12.	12.
15	56225.58995477778	-12.39058993756771	20.	20.
16	56308.22962133333	-44.646308245137334	16.	16.
