1	55068.310017765758	-28.242071051	16.823381396	16.08494766
2	55150.998162184424	9.310333527	14.644988506	13.757078814
4	55316.329061337365	19.053997163	19.098394432	21.994454306
5	55398.970228467002	-11.040894459	16.459820432	16.573228085
6	55481.653471016081	19.452817915	10.691401259	11.187564843
8	55646.961273935573	-4.062094617	16.191848876	15.592819151
9	55729.60597952563	-29.061603235	17.793743246	18.418808273
10	55812.237916919235	-72.447314742	12.853477544	13.615560872
11	55894.903533064593	-67.335623727	16.222692729	16.531299547
12	55977.635235667469	32.940566114	15.772090101	12.68362408
13	56060.246777186374	-39.815204962	13.231411596	12.644236784
14	56142.881039222404	-79.853431379	15.023548042	16.275357222
15	56225.591236151595	-10.545411644	28.896265252	67.166895991
16	56308.218350666422	-60.876068592	13.78015555	13.690132831
