    0.472368206790334255E+00    0.242171286652020626E+03    0.142860750327007580E+01    0.826641707342444789E+02    0.549856713645131676E+05    0.461673724254834827E+00    0.605279645362922003E+00    0.336633079149953528E+04
    0.308124334990909632E-01    0.114238998446851310E+05    0.863133057709355167E-01    0.826671083268328033E+02    0.549856532690658642E+05    0.926571236297239587E+00    0.447355804120338263E+00    0.336775037384635561E+04
    0.793303302620540940E+00    0.119026008450014814E+03    0.175695726141589015E+01    0.826601718421779168E+02    0.549856804093955288E+05    0.680731697303753824E+00    0.114341271734467023E+00    0.336785263778158605E+04
    0.190580213118554387E+00    0.352346907118287163E+03    0.113660889087060002E+01    0.826689044073264796E+02    0.549856430883789726E+05    0.479056960720710412E+00    0.601912705001522164E+00    0.336800932665293340E+04
    0.611116773187822093E+00    0.487184205521886668E+03    0.155706896464685363E+01    0.826702627378301855E+02    0.549856287972761929E+05    0.902768242397098519E+00    0.615646568855568677E+00    0.336856726380412874E+04
    0.926495316888578113E+00    0.297042018713363632E+04    0.183520479876224418E+01    0.826594064761611946E+02    0.549856707747515684E+05    0.947607714917431232E+00    0.993908564651973747E+00    0.336886778444480160E+04
    0.379406022505352380E+00    0.100908565674928056E+03    0.134632735303541051E+01    0.826682117740467817E+02    0.549856228063071758E+05    0.238384750516081462E+00    0.545701225327847483E+00    0.336904526162358707E+04
    0.939280003004289710E-01    0.385454220226170776E+03    0.104820934991004444E+01    0.826655116356050286E+02    0.549856391350875347E+05    0.223923570602374805E+00    0.324575418039239671E+00    0.336941988472136927E+04
    0.850429313706900114E+00    0.404159917776453938E+03    0.181835970907848021E+01    0.826645179382974220E+02    0.549856679570056731E+05    0.510931483014811616E+00    0.812958127059042246E+00    0.336966276113811273E+04
    0.485238523856181214E+00    0.333880983346307914E+03    0.142020073789820533E+01    0.826574231683446214E+02    0.549857016301126496E+05    0.961159340272454199E+00    0.792908454266875951E+00    0.336970887557869810E+04
    0.920092644274272065E+00    0.128276120314554134E+03    0.189643433654984861E+01    0.826617490254224805E+02    0.549856502331071533E+05    0.260408344215675748E-01    0.157083538505491199E+00    0.336994669696492338E+04
    0.686813401992586586E-01    0.622662346748684968E+03    0.100872525342864772E+01    0.826636710684608147E+02    0.549856765658414079E+05    0.783576389758715020E-01    0.480725530720274796E+00    0.337001511459331368E+04
    0.374410541188038015E-01    0.412915233653706091E+05    0.542500701379531436E+00    0.826598851008727848E+02    0.549856886701451440E+05    0.949744685158306789E+00    0.497064558037250859E+00    0.337009633993465877E+04
    0.149362437211296495E+00    0.130373078631433668E+04    0.110119073964446246E+01    0.826640330088964106E+02    0.549856641874875422E+05    0.182910539602843564E+00    0.351548866012373729E+00    0.337010599069901764E+04
    0.739385231657340269E+00    0.250946772269791637E+03    0.170857960829042987E+01    0.826560271838775265E+02    0.549856953976181903E+05    0.189571417679861243E+00    0.904614423699091286E+00    0.337014413150845485E+04
    0.751368306412031006E+00    0.311516473798206334E+03    0.171015494805991630E+01    0.826584401039816754E+02    0.549856998945995001E+05    0.756718413417069358E+00    0.254067533563836434E+00    0.337035364297731076E+04
    0.868317606522925445E+00    0.242421909122232773E+04    0.182627574043127527E+01    0.826637025350357248E+02    0.549856606738686678E+05    0.359574177912135751E+00    0.710286940755726515E+00    0.337044532670731087E+04
    0.708188846705604114E+00    0.251016046209942886E+03    0.167486495250399026E+01    0.826594346933336936E+02    0.549856780803327129E+05    0.124408509536327053E+00    0.604570343859987813E-01    0.337045255283642609E+04
    0.482054963988762131E+00    0.183941229496894402E+04    0.143589774283136795E+01    0.826602889468081230E+02    0.549856824768114166E+05    0.530178710999762548E+00    0.850122843441050047E+00    0.337054426815415309E+04
