0	54968.69905544444	-71.36015999712981	18.	18.
1	55074.99732544445	1.028640012955293	15.000000000000002	15.000000000000002
2	55181.287957555556	62.41888000862673	10.	10.
3	55287.52094977778	40.8076800161507	18.	18.
4	55393.72616522222	-20.802079990971833	23.000000000000004	23.000000000000004
5	55500.00151855556	18.586720016319305	22.	22.
7	55712.459865111116	-35.63423998304643	25.	25.
8	55818.749801777776	24.75456000887789	23.000000000000004	23.000000000000004
9	55924.98140611112	1.1448000103700906	19.	19.
10	56031.24217611111	19.533600001595914	24.	24.
11	56137.49252944444	22.922399996314198	34.	34.
12	56243.71093933333	-19.687360001262277	22.	22.
