0	54968.666341782409	-118.467833326	51.6661328	49.093599102
1	55074.993806676619	-4.038385664	27.66737163	17.954559519
2	55181.296829803708	75.194917344	36.233323363	42.695804938
3	55287.517940306025	36.47404068	58.040914228	62.852657946
4	55393.714920900333	-36.993903517	31.589694042	25.395239317
5	55499.990122103954	2.175829699	38.148702619	24.253732609
7	55712.462162058422	-32.326635868	26.731759803	32.135791734
8	55818.717594377638	-21.624096197	41.103942124	34.825758284
9	55924.980102302099	-0.732684973	21.972257575	24.450018236
10	56031.212122708756	-23.743299388	32.868844686	34.287812999
11	56137.554261828889	111.817033604	33.792813336	43.081557148
12	56243.69805531446	-38.240347173	35.726830404	27.159344468
