0	55005.395615180598	-6.314139941	17.814106524	19.000427309
1	55136.612936755551	35.908927992	22.306242496	22.674720525
2	55267.734345093959	-59.983064701	19.427495103	19.2567723
3	55398.963896914222	-0.148443523	22.104116002	21.435947541
4	55530.162708674507	15.420491287	19.650607609	20.28992207
5	55661.31471430881	-36.411395316	19.711446495	19.69168862
6	55792.511953966437	-23.106288332	20.286853539	20.591475234
7	55923.736609430329	29.677579672	20.263943325	20.979710341
8	56054.90489654781	1.291028845	18.594310432	19.581363287
9	56186.073997193154	-25.92404186	24.489093181	25.099096075
